Neighborhood,Id,FinishedBasement,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,Basement,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,BathTotal,KitchenAbvGr,TotRmsAbvGrd,GarageCars,WoodDeckSF,OpenPorchSF,LOG(Porch),EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice,Zeros,YearBuilt2,YearsFromNow,LOG(YFN),OverallQual,OverallCond,ExterQual_NUM,ExterCond_NUM,KitchenQual_NUM,QUALITY,logqual,tot_porch
CollgCr,97,1,1162,0,426,1,1588,1588,0,1588,0,0,2,0,3,2,1,6,2,158,29,1.462397998,0,0,0,0,214000,9,1999,21,1.322219295,7,5,4,3,4,23,1.740362689,0
CollgCr,104,0,0,0,1226,1,1226,1226,0,1226,0,0,2,0,3,2,1,6,3,0,36,1.556302501,0,0,0,0,198900,12,2009,11,1.041392685,7,5,3,3,4,22,1.716003344,0
CollgCr,113,1,984,0,280,1,1264,1282,1414,2696,1,0,2,1,4,2.5,1,10,3,120,184,2.264817823,0,0,168,0,383970,5,2007,13,1.113943352,7,5,4,3,5,24,1.755874856,168
CollgCr,120,0,0,0,728,1,728,728,728,1456,0,0,2,1,3,2.5,1,8,2,0,24,1.380211242,0,0,0,0,163990,10,2005,15,1.176091259,6,5,4,3,4,22,1.698970004,0
CollgCr,139,1,668,0,336,1,1004,1004,848,1852,0,0,2,1,3,2.5,1,7,3,224,106,2.025305865,0,0,0,0,230000,7,1999,21,1.322219295,8,5,4,3,4,24,1.77815125,0
CollgCr,140,1,821,0,107,1,928,928,836,1764,1,0,2,1,3,2.5,1,7,2,276,99,1.995635195,0,0,0,0,231500,6,1997,23,1.361727836,6,5,3,3,4,21,1.672097858,0
CollgCr,142,1,1300,0,434,1,1734,1734,0,1734,1,0,2,0,3,2,1,7,2,160,24,1.380211242,0,0,0,0,260000,8,2005,15,1.176091259,7,5,4,3,4,23,1.740362689,0
CollgCr,144,1,679,0,811,1,1490,1501,0,1501,1,0,2,0,3,2,1,6,2,144,29,1.462397998,0,0,0,0,204000,8,1999,21,1.322219295,7,5,4,3,4,23,1.740362689,0
CollgCr,151,1,716,0,253,1,969,969,0,969,0,0,1,1,3,1.5,1,5,2,0,0,0.01,0,0,0,0,122000,10,1975,45,1.653212514,5,6,3,3,3,20,1.653212514,0
CollgCr,193,1,560,0,871,1,1431,1431,0,1431,1,0,2,0,3,2,1,6,2,0,35,1.544068044,0,0,0,0,192000,9,1999,21,1.322219295,7,5,4,3,4,23,1.740362689,0
CollgCr,195,1,390,0,474,1,864,864,0,864,0,0,1,0,3,1,1,5,1,0,0,0.01,0,0,0,0,127000,11,1972,48,1.681241237,5,7,3,3,3,21,1.698970004,0
CollgCr,204,1,662,0,186,1,848,848,0,848,1,0,1,0,1,1,1,3,2,149,0,0.01,0,0,0,0,149000,9,2004,16,1.204119983,6,5,4,3,4,22,1.698970004,0
CollgCr,214,1,716,0,274,1,990,990,0,990,0,1,1,0,3,1,1,5,2,224,0,0.01,0,0,0,0,156000,9,1995,25,1.397940009,5,5,3,3,3,19,1.602059991,0
CollgCr,215,1,378,0,311,1,689,689,703,1392,0,0,1,1,3,1.5,1,6,1,0,36,1.556302501,0,0,0,0,161750,8,1977,43,1.633468456,6,7,3,3,3,22,1.755874856,0
CollgCr,217,1,946,0,490,1,1436,1436,0,1436,1,0,2,0,3,2,1,8,2,139,98,1.991226076,0,0,0,0,210000,8,2004,16,1.204119983,7,5,4,3,4,23,1.740362689,0
CollgCr,221,0,0,0,1498,1,1498,1498,0,1498,0,0,2,0,2,2,1,5,2,351,33,1.51851394,0,0,0,0,204900,11,2006,14,1.146128036,7,5,4,3,4,23,1.740362689,0
CollgCr,234,1,182,712,0,1,894,894,0,894,1,0,1,0,3,1,1,5,1,365,0,0.01,0,0,0,0,128200,9,1976,44,1.643452676,5,6,3,3,3,20,1.653212514,0
CollgCr,237,1,24,0,1390,1,1414,1414,0,1414,0,0,2,0,3,2,1,6,2,132,105,2.021189299,0,0,0,0,185500,9,2004,16,1.204119983,7,5,4,3,4,23,1.740362689,0
CollgCr,249,0,0,0,840,1,840,840,828,1668,0,0,2,1,3,2.5,1,8,2,144,68,1.832508913,0,0,0,0,180000,9,2003,17,1.230448921,7,5,4,3,4,23,1.740362689,0
CollgCr,258,1,1334,0,270,1,1604,1604,0,1604,1,0,2,1,3,2.5,1,8,2,123,110,2.041392685,0,0,0,0,220000,7,2006,14,1.146128036,7,5,4,3,4,23,1.740362689,0
CollgCr,259,1,361,0,602,1,963,963,829,1792,0,0,2,1,3,2.5,1,7,2,0,96,1.982271233,0,245,0,0,231500,7,2001,19,1.278753601,7,5,4,3,4,23,1.740362689,245
CollgCr,262,0,0,0,1482,1,1482,1482,1092,2574,0,0,2,1,3,2.5,1,10,3,0,148,2.170261715,0,0,0,0,276000,10,2007,13,1.113943352,8,5,4,3,5,25,1.792391689,0
CollgCr,291,0,0,0,1079,1,1079,1079,840,1919,0,0,2,1,3,2.5,1,8,2,0,51,1.707570176,0,0,0,0,233230,10,2006,14,1.146128036,8,5,4,3,4,24,1.77815125,0
CollgCr,302,1,281,0,747,1,1028,1210,1242,2452,0,0,2,1,4,2.5,1,9,2,208,50,1.698970004,0,0,0,0,267000,7,1998,22,1.342422681,8,5,4,3,4,24,1.77815125,0
CollgCr,303,0,0,0,1541,1,1541,1541,0,1541,0,0,2,0,3,2,1,6,3,468,81,1.908485019,0,0,0,0,205000,11,2001,19,1.278753601,7,5,4,3,4,23,1.740362689,0
CollgCr,304,1,894,0,0,1,894,894,0,894,1,0,1,0,3,1,1,5,2,256,0,0.01,0,0,0,0,149900,10,1972,48,1.681241237,5,7,3,3,3,21,1.698970004,0
CollgCr,306,1,1464,0,536,1,2000,2000,0,2000,1,0,2,0,3,2,1,8,3,168,0,0.01,0,0,0,0,305900,9,2004,16,1.204119983,8,5,4,3,4,24,1.77815125,0
CollgCr,338,1,810,0,726,1,1536,1536,0,1536,1,0,2,0,3,2,1,7,2,192,74,1.86923172,0,0,0,0,214000,8,2002,18,1.255272505,7,5,4,3,4,23,1.740362689,0
CollgCr,356,1,334,544,322,1,1200,1200,0,1200,1,0,2,0,3,2,1,6,2,0,26,1.414973348,0,0,0,0,177500,8,1995,25,1.397940009,6,5,4,4,4,23,1.73239376,0
CollgCr,375,0,0,0,847,1,847,847,1081,1928,0,0,2,1,4,2.5,1,8,2,100,48,1.681241237,0,0,0,0,219500,9,2003,17,1.230448921,7,5,4,3,4,23,1.740362689,0
CollgCr,377,1,298,0,572,1,870,914,0,914,0,0,1,0,2,1,1,5,2,0,0,0.01,0,0,0,0,148000,11,1996,24,1.380211242,5,5,4,3,3,20,1.633468456,0
CollgCr,383,0,0,0,939,1,939,939,858,1797,0,0,2,1,3,2.5,1,8,2,144,53,1.72427587,0,0,0,0,213500,9,2006,14,1.146128036,7,5,4,3,4,23,1.740362689,0
CollgCr,389,0,0,0,1468,1,1468,1479,0,1479,0,0,2,0,3,2,1,6,2,120,25,1.397940009,0,0,0,0,191000,11,1999,21,1.322219295,7,5,4,3,4,23,1.740362689,0
CollgCr,397,1,777,0,117,1,894,894,0,894,0,0,1,0,2,1,1,6,2,215,0,0.01,0,0,0,0,123000,10,1972,48,1.681241237,5,5,3,3,3,19,1.602059991,0
CollgCr,402,1,24,0,1286,1,1310,1310,0,1310,0,0,2,0,3,2,1,6,2,0,0,0.01,0,0,0,0,164990,11,2005,15,1.176091259,7,5,4,3,4,23,1.740362689,0
CollgCr,429,1,664,0,544,1,1208,1208,0,1208,1,0,2,0,2,2,1,6,2,105,54,1.73239376,0,0,0,0,195400,8,2007,13,1.113943352,7,5,4,3,4,23,1.740362689,0
CollgCr,436,1,385,344,70,1,799,827,834,1661,1,0,2,1,3,2.5,1,6,2,158,61,1.785329835,0,0,0,0,212000,5,1996,24,1.380211242,7,6,4,3,4,24,1.792391689,0
CollgCr,445,1,642,0,273,1,915,933,975,1908,1,0,2,1,4,2.5,1,8,2,144,133,2.123851641,0,0,0,0,210000,6,1994,26,1.414973348,7,5,4,4,4,24,1.770852012,0
CollgCr,465,1,616,0,424,1,1040,1040,0,1040,0,0,2,0,3,2,1,5,0,0,0,0.01,0,0,0,0,124000,12,1978,42,1.62324929,5,5,3,3,3,19,1.602059991,0
CollgCr,477,1,994,0,484,1,1478,1493,0,1493,1,0,2,0,3,2,1,7,2,140,39,1.591064607,0,0,0,0,208900,8,1997,23,1.361727836,6,5,3,3,4,21,1.672097858,0
CollgCr,479,1,1288,0,417,1,1705,1718,0,1718,1,0,2,0,3,2,1,7,3,208,44,1.643452676,0,0,0,0,297000,8,2007,13,1.113943352,8,5,4,3,4,24,1.77815125,0
CollgCr,519,1,706,0,88,1,794,882,914,1796,1,0,2,1,3,2.5,1,7,2,0,36,1.556302501,0,0,0,0,211000,7,1998,22,1.342422681,6,5,3,3,3,20,1.653212514,0
CollgCr,537,0,0,0,880,1,880,880,844,1724,0,0,2,1,3,2.5,1,8,2,120,155,2.190331698,0,0,0,0,188000,9,1998,22,1.342422681,7,5,3,3,4,22,1.716003344,0
CollgCr,540,1,1358,0,223,1,1581,1601,0,1601,1,0,2,0,3,2,1,6,2,180,0,0.01,0,0,0,0,272000,9,2001,19,1.278753601,8,5,4,3,4,24,1.77815125,0
CollgCr,591,1,490,0,280,1,770,770,812,1582,0,0,2,1,3,2.5,1,6,2,0,45,1.653212514,0,0,0,0,185900,8,2004,16,1.204119983,7,5,4,3,4,23,1.740362689,0
CollgCr,594,1,685,0,163,1,848,848,0,848,1,0,1,0,1,1,1,4,2,140,0,0.01,0,0,0,0,140000,9,2003,17,1.230448921,6,5,4,3,4,22,1.698970004,0
CollgCr,595,0,0,0,924,1,924,924,0,924,0,0,1,0,3,1,1,5,1,0,0,0.01,0,0,0,0,110000,13,1975,45,1.653212514,5,6,3,3,3,20,1.653212514,0
CollgCr,605,1,922,0,572,1,1494,1494,0,1494,1,0,2,0,3,2,1,6,2,192,36,1.556302501,0,0,0,0,221000,8,2002,18,1.255272505,7,5,4,3,4,23,1.740362689,0
CollgCr,607,1,732,0,308,1,1040,1040,0,1040,1,0,1,0,3,1,1,6,2,168,0,0.01,0,0,0,0,152000,9,1996,24,1.380211242,5,5,3,4,4,21,1.653212514,0
CollgCr,611,1,904,0,536,1,1440,1476,677,2153,1,0,2,1,3,2.5,1,8,3,253,142,2.152288344,0,0,0,0,313000,6,2000,20,1.301029996,9,5,4,3,5,26,1.826074803,0
CollgCr,613,1,990,0,309,1,1299,1299,573,1872,1,0,2,1,3,2.5,1,7,2,160,122,2.086359831,0,0,0,0,261500,6,2001,19,1.278753601,8,5,4,3,5,25,1.792391689,0
CollgCr,653,0,0,0,880,1,880,909,807,1716,0,0,2,1,2,2.5,1,7,2,0,120,2.079181246,0,0,0,0,191000,10,1996,24,1.380211242,7,5,4,3,4,23,1.740362689,0
CollgCr,671,1,193,0,545,1,738,738,738,1476,1,0,2,1,3,2.5,1,7,2,100,35,1.544068044,0,0,0,0,173500,6,2005,15,1.176091259,6,5,4,3,4,22,1.698970004,0
CollgCr,684,1,1059,0,567,1,1626,1668,0,1668,1,0,2,0,3,2,1,7,3,257,45,1.653212514,0,0,0,0,285000,8,2002,18,1.255272505,9,5,4,3,4,25,1.812913357,0
CollgCr,691,1,697,0,151,1,848,848,0,848,1,0,1,0,1,1,1,3,2,149,0,0.01,0,0,0,0,141000,9,2004,16,1.204119983,6,5,4,3,4,22,1.698970004,0
CollgCr,705,1,712,0,761,1,1473,1484,0,1484,1,0,2,0,3,2,1,7,2,0,35,1.544068044,0,144,0,0,213000,8,2004,16,1.204119983,7,5,4,3,4,23,1.740362689,144
CollgCr,720,1,523,0,448,1,971,971,0,971,0,0,1,1,3,1.5,1,5,1,0,0,0.01,0,0,0,0,128500,10,1969,51,1.707570176,5,6,3,3,3,20,1.653212514,0
CollgCr,722,1,662,0,186,1,848,848,0,848,1,0,1,0,1,1,1,3,2,160,0,0.01,0,0,0,0,143000,9,2004,16,1.204119983,6,5,4,3,4,22,1.698970004,0
CollgCr,728,1,724,0,508,1,1232,1232,0,1232,1,0,2,0,2,2,1,6,2,132,0,0.01,0,0,0,0,194500,9,2007,13,1.113943352,7,5,4,3,4,23,1.740362689,0
CollgCr,733,1,252,0,901,1,1153,1153,878,2031,0,0,2,1,3,2.5,1,8,2,192,84,1.924279286,0,0,0,0,222500,7,1998,22,1.342422681,7,5,4,3,4,23,1.740362689,0
CollgCr,740,0,0,0,864,1,864,864,864,1728,0,0,2,1,3,2.5,1,7,2,187,56,1.748188027,0,0,0,0,190000,9,2004,16,1.204119983,7,5,4,3,4,23,1.740362689,0
CollgCr,753,1,1200,0,279,1,1479,1494,0,1494,1,0,2,0,3,2,1,6,2,168,27,1.431363764,0,0,0,0,217000,8,1997,23,1.361727836,6,5,3,4,4,22,1.698970004,0
CollgCr,757,1,20,0,846,1,866,866,902,1768,0,0,2,1,3,2.5,1,7,2,144,105,2.021189299,0,0,0,0,212000,7,2007,13,1.113943352,8,5,4,3,4,24,1.77815125,0
CollgCr,769,1,24,0,1836,1,1860,1836,0,1836,0,0,2,0,3,2,1,8,2,120,33,1.51851394,0,0,0,0,216837,9,2004,16,1.204119983,7,5,4,3,4,23,1.740362689,0
CollgCr,777,1,20,0,1594,1,1614,1614,0,1614,0,0,2,0,3,2,1,7,3,144,59,1.770852012,0,0,0,0,221500,9,2005,15,1.176091259,7,5,4,3,4,23,1.740362689,0
CollgCr,783,0,0,0,1413,1,1413,1430,0,1430,0,0,2,0,3,2,1,6,2,0,33,1.51851394,0,0,0,0,187100,12,2001,19,1.278753601,7,5,4,3,4,23,1.740362689,0
CollgCr,803,1,648,0,80,1,728,728,728,1456,1,0,2,1,3,2.5,1,7,2,36,18,1.255272505,0,0,0,0,189000,6,2005,15,1.176091259,7,5,4,3,4,23,1.740362689,0
CollgCr,812,1,662,0,186,1,848,848,0,848,1,0,1,0,1,1,1,4,2,140,0,0.01,0,0,0,0,144500,9,2004,16,1.204119983,6,5,4,3,4,22,1.698970004,0
CollgCr,816,0,0,0,1649,1,1649,1661,0,1661,0,0,2,0,3,2,1,6,2,0,34,1.531478917,0,0,0,0,224900,12,1998,22,1.342422681,7,5,3,3,4,22,1.716003344,0
CollgCr,821,0,0,0,798,1,798,798,842,1640,0,0,2,1,3,2.5,1,6,2,0,45,1.653212514,0,0,0,0,183000,10,2003,17,1.230448921,7,5,4,3,4,23,1.740362689,0
CollgCr,833,1,483,0,458,1,941,941,888,1829,1,0,2,1,3,2.5,1,7,2,192,39,1.591064607,0,0,0,0,237000,6,2003,17,1.230448921,7,6,4,3,4,24,1.792391689,0
CollgCr,839,0,0,0,1099,1,1099,1099,0,1099,0,0,1,1,3,1.5,1,6,1,278,0,0.01,0,0,0,0,144000,11,1995,25,1.397940009,5,6,3,3,4,21,1.672097858,0
CollgCr,848,1,460,0,404,1,864,864,0,864,1,0,1,0,3,1,1,5,1,0,0,0.01,0,0,0,0,133500,10,1972,48,1.681241237,5,6,3,3,3,20,1.653212514,0
CollgCr,851,1,659,0,189,1,848,848,0,848,1,0,1,0,1,1,1,3,2,140,0,0.01,0,0,0,0,131500,9,2003,17,1.230448921,6,5,4,3,4,22,1.698970004,0
CollgCr,857,1,505,435,0,1,940,1026,0,1026,1,0,1,0,3,1,1,5,2,0,0,0.01,34,0,0,0,147000,9,1978,42,1.62324929,6,6,3,3,3,21,1.707570176,34
CollgCr,872,1,505,0,299,1,804,804,878,1682,0,0,2,1,3,2.5,1,7,2,0,77,1.886490725,0,0,0,0,200500,8,1998,22,1.342422681,6,5,3,3,4,21,1.672097858,0
CollgCr,880,1,646,0,218,1,864,864,0,864,1,0,1,0,3,1,1,6,1,0,0,0.01,0,0,0,0,136500,10,1978,42,1.62324929,5,8,4,4,3,24,1.792391689,0
CollgCr,912,1,196,0,1072,1,1268,1268,0,1268,0,0,1,1,3,1.5,1,5,1,173,0,0.01,0,0,0,0,143500,9,1977,43,1.633468456,5,7,3,3,4,22,1.716003344,0
CollgCr,929,0,0,0,1753,1,1753,1788,0,1788,0,0,2,0,3,2,1,7,2,202,151,2.178976947,0,0,0,0,236500,11,2001,19,1.278753601,8,5,4,3,5,25,1.792391689,0
CollgCr,934,1,20,0,1480,1,1500,1500,0,1500,0,0,2,0,3,2,1,6,2,192,36,1.556302501,0,0,0,0,190000,9,2004,16,1.204119983,7,5,4,3,4,23,1.740362689,0
CollgCr,939,1,464,0,927,1,1391,1391,571,1962,0,0,2,1,3,2.5,1,7,3,0,90,1.954242509,0,0,0,0,239799,8,2006,14,1.146128036,7,5,4,3,4,23,1.740362689,0
CollgCr,949,0,0,0,936,1,936,936,840,1776,0,0,2,1,3,2.5,1,7,2,144,96,1.982271233,0,0,0,0,192500,9,2002,18,1.255272505,7,5,4,3,4,23,1.740362689,0
CollgCr,953,1,660,0,108,1,768,768,0,768,0,1,1,0,2,1,1,5,1,192,0,0.01,0,0,0,0,133900,9,1972,48,1.681241237,5,8,3,4,3,23,1.763427994,0
CollgCr,959,1,699,0,638,1,1337,1337,0,1337,1,0,2,0,3,2,1,6,2,0,39,1.591064607,0,0,0,0,185000,9,2003,17,1.230448921,7,5,4,3,4,23,1.740362689,0
CollgCr,964,0,0,0,1800,1,1800,1800,0,1800,0,0,2,0,2,2,1,7,2,288,136,2.133538908,0,0,0,0,239000,11,2007,13,1.113943352,9,5,4,3,5,26,1.826074803,0
CollgCr,984,0,0,0,1128,1,1128,1149,1141,2290,0,0,2,1,4,2.5,1,9,2,0,0,0.01,0,0,0,0,255900,11,2002,18,1.255272505,8,5,4,3,4,24,1.77815125,0
CollgCr,994,0,0,0,750,1,750,750,750,1500,0,0,2,1,3,2.5,1,6,2,0,35,1.544068044,0,0,0,0,173900,10,2005,15,1.176091259,6,5,3,3,4,21,1.672097858,0
CollgCr,1000,1,686,0,501,1,1187,1208,0,1208,1,0,2,0,2,2,1,6,2,105,61,1.785329835,0,0,0,0,206000,8,2006,14,1.146128036,7,5,4,3,4,23,1.740362689,0
CollgCr,1006,1,595,0,390,1,985,985,0,985,0,0,2,0,3,2,1,6,1,210,0,0.01,0,0,0,0,149900,10,1977,43,1.633468456,5,8,4,3,3,23,1.763427994,0
CollgCr,1017,1,690,0,814,1,1504,1504,0,1504,1,0,2,0,3,2,1,6,2,115,66,1.819543936,0,0,0,0,203000,8,1996,24,1.380211242,7,5,4,3,4,23,1.740362689,0
CollgCr,1022,1,684,0,515,1,1199,1220,0,1220,1,0,2,0,2,2,1,6,2,105,54,1.73239376,0,0,0,0,194000,8,2006,14,1.146128036,7,5,4,3,4,23,1.740362689,0
CollgCr,1026,1,138,468,276,1,882,882,0,882,1,0,1,0,3,1,1,5,2,96,0,0.01,0,0,0,0,112500,8,1972,48,1.681241237,5,5,3,3,3,19,1.602059991,0
CollgCr,1034,1,986,0,668,1,1654,1654,0,1654,1,0,2,0,3,2,1,6,3,0,136,2.133538908,0,0,0,0,230000,9,2002,18,1.255272505,7,5,4,3,4,23,1.740362689,0
CollgCr,1038,0,0,0,1055,1,1055,1055,1208,2263,0,0,2,1,3,2.5,1,7,2,0,45,1.653212514,0,0,189,0,287000,9,2001,19,1.278753601,8,5,4,3,4,24,1.77815125,189
CollgCr,1048,1,686,0,304,1,990,990,0,990,0,1,1,0,3,1,1,5,2,0,0,0.01,0,0,0,0,145000,10,1994,26,1.414973348,5,5,3,3,3,19,1.602059991,0
CollgCr,1052,0,0,0,1316,1,1316,1316,0,1316,0,0,2,0,3,2,1,6,2,0,20,1.301029996,0,0,0,0,200141,12,2007,13,1.113943352,7,5,4,3,4,23,1.740362689,0
CollgCr,1055,1,932,0,133,1,1065,1091,898,1989,1,0,2,1,3,2.5,1,7,2,199,60,1.77815125,0,0,0,0,255000,6,2002,18,1.255272505,8,5,4,3,4,24,1.77815125,0
CollgCr,1075,0,0,0,1240,1,1240,1240,0,1240,0,0,2,0,2,2,1,5,3,140,93,1.968482949,0,0,0,0,194000,11,2006,14,1.146128036,7,5,4,3,4,23,1.740362689,0
CollgCr,1079,1,662,0,186,1,848,848,0,848,1,0,1,0,1,1,1,3,2,140,0,0.01,0,0,0,0,155900,9,2004,16,1.204119983,6,5,4,3,4,22,1.698970004,0
CollgCr,1080,1,495,0,495,1,990,990,0,990,0,0,1,0,3,1,1,5,1,0,64,1.806179974,0,0,0,0,126000,10,1994,26,1.414973348,5,5,3,3,3,19,1.602059991,0
CollgCr,1083,0,0,0,1459,1,1459,1459,0,1459,0,0,2,0,3,2,1,6,2,192,39,1.591064607,0,0,0,0,192000,11,2002,18,1.255272505,7,5,4,3,4,23,1.740362689,0
CollgCr,1096,1,24,0,1290,1,1314,1314,0,1314,0,0,2,0,3,2,1,6,2,0,22,1.342422681,0,0,0,0,176432,10,2006,14,1.146128036,6,5,4,3,4,22,1.698970004,0
CollgCr,1122,1,24,0,1528,1,1552,1552,0,1552,0,0,2,0,3,2,1,7,3,144,20,1.301029996,0,0,0,0,212900,9,2005,15,1.176091259,7,5,4,3,4,23,1.740362689,0
CollgCr,1143,1,1150,0,316,1,1466,1466,1362,2828,1,0,3,0,4,3,1,11,3,125,144,2.158362492,0,0,0,0,424870,7,2006,14,1.146128036,8,5,4,3,4,24,1.77815125,0
CollgCr,1167,0,0,0,1694,1,1694,1694,0,1694,0,0,2,0,3,2,1,7,3,160,33,1.51851394,0,0,0,0,245350,11,2008,12,1.079181246,8,5,4,3,4,24,1.77815125,0
CollgCr,1189,0,0,0,831,1,831,831,829,1660,0,0,2,1,3,2.5,1,7,2,144,68,1.832508913,0,0,0,0,195000,9,2002,18,1.255272505,7,5,4,3,4,23,1.740362689,0
CollgCr,1199,0,0,0,1212,1,1212,1212,0,1212,0,0,2,0,3,2,1,6,2,356,0,0.01,0,0,0,0,178000,12,2001,19,1.278753601,7,5,4,3,4,23,1.740362689,0
CollgCr,1202,0,0,0,866,1,866,866,913,1779,0,0,2,1,3,2.5,1,6,2,198,36,1.556302501,0,0,0,0,197900,9,1998,22,1.342422681,7,5,3,3,4,22,1.716003344,0
CollgCr,1204,0,0,0,1630,1,1630,1630,0,1630,0,0,2,0,3,2,1,6,2,74,234,2.369215857,0,0,0,0,213000,11,2000,20,1.301029996,7,5,4,3,4,23,1.740362689,0
CollgCr,1208,1,340,0,1342,1,1682,1700,0,1700,1,0,2,0,3,2,1,7,2,192,23,1.361727836,0,0,0,0,200000,8,2003,17,1.230448921,6,5,4,3,4,22,1.698970004,0
CollgCr,1238,0,0,0,847,1,847,847,1101,1948,0,0,2,1,4,2.5,1,8,2,100,48,1.681241237,0,0,0,0,195000,9,2004,16,1.204119983,7,5,4,3,4,23,1.740362689,0
CollgCr,1241,1,550,0,334,1,884,884,884,1768,1,0,2,1,3,2.5,1,8,2,0,63,1.799340549,0,0,0,0,224900,7,2003,17,1.230448921,7,5,4,3,4,23,1.740362689,0
CollgCr,1279,1,804,0,324,1,1128,1128,903,2031,1,0,2,1,3,2.5,1,7,2,0,211,2.324282455,0,0,0,0,237000,7,2002,18,1.255272505,8,5,4,3,4,24,1.77815125,0
CollgCr,1281,1,788,0,785,1,1573,1573,0,1573,1,0,2,0,3,2,1,6,2,0,72,1.857332496,0,0,0,0,227000,9,2002,18,1.255272505,7,5,4,3,4,23,1.740362689,0
CollgCr,1283,1,532,144,364,1,1040,1040,0,1040,0,0,2,0,3,2,1,5,2,0,0,0.01,0,0,288,0,150500,9,1977,43,1.633468456,5,7,3,3,4,22,1.716003344,288
CollgCr,1308,1,746,0,244,1,990,990,0,990,1,0,1,0,3,1,1,5,2,0,64,1.806179974,0,0,0,0,138000,9,1994,26,1.414973348,5,5,3,4,3,20,1.633468456,0
CollgCr,1312,1,925,0,349,1,1274,1274,0,1274,1,0,2,0,3,2,1,6,2,264,98,1.991226076,0,0,0,0,203000,8,2005,15,1.176091259,7,5,4,3,4,23,1.740362689,0
CollgCr,1317,0,0,0,1622,1,1622,1630,0,1630,1,0,2,0,3,2,1,8,3,172,42,1.62324929,0,0,0,0,295493,10,2008,12,1.079181246,8,5,4,3,5,25,1.792391689,0
CollgCr,1319,0,0,0,1753,1,1753,1787,0,1787,0,0,2,0,3,2,1,7,3,198,150,2.176091259,0,0,0,0,275000,11,2001,19,1.278753601,8,5,4,3,4,24,1.77815125,0
CollgCr,1332,1,483,0,428,1,911,954,0,954,0,0,1,0,3,1,1,6,2,0,0,0.01,0,0,0,0,132500,11,1976,44,1.643452676,5,5,3,3,3,19,1.602059991,0
CollgCr,1339,1,700,0,216,1,916,920,941,1861,1,0,2,1,3,2.5,1,8,2,146,91,1.959041392,0,0,0,0,200000,6,2002,18,1.255272505,7,5,4,3,4,23,1.740362689,0
CollgCr,1340,1,360,0,504,1,864,864,0,864,0,0,1,0,3,1,1,5,1,0,0,0.01,0,0,0,0,128500,11,1972,48,1.681241237,5,7,3,4,3,22,1.72427587,0
CollgCr,1343,0,0,0,1284,1,1284,1284,885,2169,0,0,2,1,3,2.5,1,7,2,192,87,1.939519253,0,0,0,0,228500,9,2002,18,1.255272505,8,5,4,3,4,24,1.77815125,0
CollgCr,1345,0,0,0,728,1,728,728,728,1456,0,0,2,1,3,2.5,1,8,2,0,0,0.01,0,0,0,0,155835,11,2006,14,1.146128036,7,5,4,3,4,23,1.740362689,0
CollgCr,1355,1,735,0,257,1,992,992,873,1865,1,0,2,1,3,2.5,1,7,3,0,184,2.264817823,0,0,0,0,235000,7,2000,20,1.301029996,7,5,4,3,4,23,1.740362689,0
CollgCr,1367,1,633,0,240,1,873,882,908,1790,1,0,2,1,3,2.5,1,7,2,0,88,1.944482672,0,0,0,0,193000,7,1999,21,1.322219295,7,5,4,3,4,23,1.740362689,0
CollgCr,1369,1,685,0,163,1,848,848,0,848,1,0,1,0,1,1,1,4,2,140,0,0.01,0,0,0,0,144000,9,2003,17,1.230448921,6,5,4,3,4,22,1.698970004,0
CollgCr,1370,1,370,972,315,1,1657,1668,0,1668,1,0,2,0,3,2,1,8,2,0,262,2.418301291,0,0,0,0,232000,8,2003,17,1.230448921,8,5,4,3,4,24,1.77815125,0
CollgCr,1373,1,975,0,133,1,1108,1108,989,2097,1,0,2,1,3,2.5,1,8,2,253,170,2.230448921,0,0,0,0,274300,6,1998,22,1.342422681,7,6,3,3,4,23,1.770852012,0
CollgCr,1391,1,1400,0,125,1,1525,1525,0,1525,1,0,2,0,3,2,1,6,2,219,36,1.556302501,0,0,0,0,235000,8,2000,20,1.301029996,7,5,4,3,4,23,1.740362689,0
CollgCr,1403,0,0,0,1286,1,1286,1294,0,1294,0,0,2,0,2,2,1,6,2,168,55,1.740362689,0,0,0,0,193879,11,2006,14,1.146128036,7,5,4,3,4,23,1.740362689,0
CollgCr,1407,1,656,0,112,1,768,768,0,768,1,0,1,0,2,1,1,5,2,58,0,0.01,0,0,0,0,133000,9,1972,48,1.681241237,5,7,3,3,3,21,1.698970004,0
CollgCr,1411,1,666,0,278,1,944,944,896,1840,1,0,2,1,3,2.5,1,6,2,0,45,1.653212514,0,0,0,0,230000,7,2001,19,1.278753601,7,5,4,3,4,23,1.740362689,0
CollgCr,1423,1,686,0,162,1,848,848,0,848,1,0,1,0,1,1,1,3,2,140,0,0.01,0,0,0,0,136500,9,2003,17,1.230448921,6,5,4,3,4,22,1.698970004,0
CollgCr,1442,1,697,0,151,1,848,848,0,848,1,0,1,0,1,1,1,3,2,149,0,0.01,0,0,0,0,149300,9,2004,16,1.204119983,6,5,4,3,4,22,1.698970004,0
